0.32,0.066,0.99588,10.1,0
0.44,0.049,0.9935,11.7,0
0.16,0.035,0.99666,9,1
0.27,0.063,0.9911,12.2,1
0.21,0.04,0.99678,10.6,1
0.35,0.07,1.0003,11,0
0.53,0.077,0.995,9.8,0
0.24,0.03,0.9914,11.9,1
0.31,0.04,0.9953,11.4,1
0.19,0.041,0.99153,10.9,1
0.18,0.042,0.99384,10.5,1
0.5,0.072,1.0001,10.9,0
0.23,0.058,0.9979,9,1
0.34,0.065,0.99554,11,0
0.25,0.045,0.99064,11.9,1
0.17,0.042,0.99204,10.2,1
0.25,0.021,0.99021,12.3,1
0.31,0.06,0.99572,10.9,0
0.28,0.038,0.994,10,1
0.16,0.044,0.998,9.2,1
0.32,0.086,0.99464,10.1,0
0.34,0.03,0.98892,12.9,1
0.27,0.057,0.9946,10.5,1
0.17,0.028,0.99076,12.3,1
0.25,0.047,0.9982,9.3,1
0.25,0.049,0.9963,10.5,1
0.61,0.066,0.99483,10.9,0
0.4,0.016,0.98951,13.2,1
0.47,0.055,0.99516,11.2,0
0.29,0.042,0.9941,11.2,1
0.22,0.023,0.98958,11.7,1
0.645,0.095,1.0031,11.1,0
0.3,0.044,0.9948,10.2,1
0.19,0.062,0.9917,11.7,1
0.26,0.04,0.9918,11.4,1
0.2,0.047,0.99243,10.6,1
0.36,0.036,0.98936,13.3,1
0.6,0.074,0.9972,9.9,0
0.19,0.045,0.9917,11,1
0.28,0.031,0.9896,12.8,1
0.645,0.086,0.9969,10.3,0
0.23,0.043,0.99207,10.7,1
0.15,0.042,0.98972,12.2,1
0.23,0.04,0.9984,9.1,1
0.41,0.055,0.9952,13.3,0
0.32,0.098,0.99506,12.3,0
0.16,0.028,0.99156,10.6,1
0.23,0.047,0.9978,8.8,1
0.2,0.037,0.99021,12,1
0.3,0.055,0.9925,12.2,1
0.22,0.032,0.99012,13.5,1
0.39,0.082,0.9972,9.2,0
0.23,0.039,0.99216,11,1
0.23,0.05,0.9999,8.8,1
0.38,0.047,0.99604,9.2,1
0.5,0.062,0.99352,12.3,0
0.23,0.046,0.99828,9.2,1
0.28,0.093,0.99408,12.4,0
0.26,0.028,0.99254,12.1,1
0.39,0.068,0.99478,11.4,0
0.43,0.085,0.99346,11.9,0
0.35,0.11,0.99549,12,0
0.29,0.039,0.9944,9.5,1
0.44,0.095,0.98954,12.8,1
0.25,0.041,0.9949,9.4,1
0.16,0.033,0.9941,10.3,1
0.31,0.063,0.9976,9.8,0
0.15,0.058,0.9972,8.8,1
0.18,0.034,0.99074,11,1
0.59,0.037,0.99032,10.9,1
0.27,0.05,0.992,11,1
0.57,0.19,0.99676,9.4,0
0.19,0.035,0.9917,10.8,1
0.41,0.066,0.99266,9.6333,1
0.35,0.034,0.99188,11.5,1
0.25,0.043,0.99128,11.4,1
0.39,0.096,0.99016,12.6,1
0.35,0.051,0.99946,9.3,1
0.24,0.038,0.98711,13.9,1
0.28,0.043,0.99556,9.6,1
0.22,0.041,0.99296,11.2,1
0.6,0.05,0.99268,10.4,1
0.48,0.024,0.9918,12.5,1
0.29,0.049,0.99551,9.5,1
0.49,0.079,0.99547,9.8,0
0.345,0.047,0.9987,9.1,1
0.34,0.055,0.9988,9.5,1
0.37,0.071,0.9968,9.2,1
0.29,0.043,0.9996,8.9,1
0.38,0.055,0.99605,9.9,1
0.52,0.048,0.9975,9.3,1
0.2,0.025,0.99244,10.9,1
0.65,0.078,0.99498,10.4,0
0.25,0.05,0.99138,11.2,1
0.33,0.053,0.9927,9.4,1
0.57,0.06,0.9959,10.1,0
0.18,0.036,0.9934,9.5,1
0.26,0.034,0.9972,9.5,1
0.43,0.04,0.99622,9.8,1
0.24,0.069,0.99391,9.75,1
0.27,0.052,1,8.9,1
0.36,0.053,0.9982,9.5,1
0.34,0.063,0.9969,9.2,1
0.13,0.028,0.9926,9.9,1
0.22,0.034,0.99245,11.5,1
0.32,0.05,0.99244,10.7,1
0.78,0.077,0.9988,10.6,0
0.22,0.044,0.99862,8.9,1
0.26,0.045,0.99126,11.2,1
0.22,0.042,0.9958,9.2,1
0.35,0.061,0.99585,12,0
0.32,0.041,0.9959,8.9,1
0.66,0.075,0.9978,9.4,0
0.27,0.048,0.9959,9.5,1
0.17,0.053,0.9948,9.6,1
0.67,0.06,0.9958,10.2,0
0.13,0.058,0.9946,10.3,1
0.17,0.064,0.9952,9.3,1
0.16,0.05,0.9984,8.7,1
0.16,0.065,0.99134,11.4,1
0.38,0.042,0.99177,11.4,1
0.26,0.038,0.99479,10.4,1
0.51,0.056,0.99396,11.5,0
0.17,0.033,0.9933,10.9,1
0.335,0.036,0.99212,10.467,1
0.12,0.075,0.99552,11.9,0
0.64,0.067,0.997,9.4,0
0.28,0.036,0.99445,10.6,1
0.52,0.076,0.99745,9.8,0
0.13,0.043,0.99162,11.3,1
0.35,0.061,0.99918,8.8,1
0.54,0.076,0.9973,9.8,0
0.26,0.047,0.99445,10.4,1
0.74,0.094,0.99576,9.8,0
0.25,0.039,0.9908,11,1
0.27,0.046,0.9956,9.2,1
0.31,0.053,0.9931,10,1
0.28,0.039,0.9942,8.6,1
0.18,0.054,0.9941,10.3,1
0.33,0.126,0.99711,9.4,1
0.78,0.081,0.9983,10,0
0.22,0.037,0.9927,10.5,1
0.3,0.049,0.99514,9.5,1
0.38,0.142,0.9926,10.1,1
0.29,0.042,0.99674,9.5,1
0.35,0.028,0.9936,11.4,1
0.26,0.04,0.99216,10.7,1
0.3,0.076,0.99344,10.1,1
0.4,0.078,0.9971,9.5,0
0.34,0.051,0.99756,9.7,1
0.22,0.044,0.99855,9,1
0.15,0.044,0.99166,10.2,1
0.39,0.074,0.9962,9.4,0
0.46,0.077,0.99385,11.2,0
0.32,0.042,0.9938,9.5,1
0.23,0.038,0.9966,9.7,1
0.26,0.044,0.99517,10.3,1
0.18,0.051,0.9984,9.4,1
0.2,0.041,0.99335,11.1,1
0.19,0.042,0.99456,10.5,1
0.255,0.056,0.99464,10.4,1
0.24,0.033,0.99225,10.9,1
0.51,0.084,0.99538,10.5,0
0.37,0.031,0.9948,11.6,1
0.47,0.048,0.99428,9.8,1
0.57,0.077,0.99557,10.8,0
0.3,0.045,0.9974,8.9,1
0.3,0.054,0.9998,9,1
0.28,0.048,1.001,8.7,1
0.36,0.038,0.9916,12.4,1
0.33,0.045,0.9989,9.1,1
0.26,0.04,0.9918,11.4,1
0.28,0.039,0.99745,8.9,1
0.64,0.072,0.9962,11,0
0.35,0.069,0.99692,9.4,1
0.27,0.091,0.998,9.7,0
0.18,0.036,0.99085,11.1,1
0.76,0.075,0.9965,11.5,0
0.31,0.039,0.98946,12.7,1
0.18,0.104,0.9996,10.1,0
0.74,0.054,0.99508,11.5,0
0.16,0.043,0.99455,10.5,1
0.45,0.04,0.98862,13.4,1
0.24,0.039,0.9934,11.9,1
0.815,0.267,0.99471,9.8,0
0.51,0.09,0.9944,8.8,1
0.31,0.036,0.99248,12.4,1
0.52,0.054,0.9934,13.1,0
0.51,0.042,0.9924,12.9,0
0.32,0.037,0.99268,11.1,1
0.32,0.075,0.99434,11.8,0
0.32,0.042,0.9928,12,1
0.18,0.052,0.998,10,1
0.44,0.057,0.99257,11.8,1
0.27,0.04,0.99043,11.9,1
0.235,0.03,0.9954,9.4,1
0.36,0.04,0.9953,9.9,1
0.29,0.032,0.9908,11.4,1
0.16,0.057,0.99091,11.1,1
0.31,0.029,0.9918,10.4,1
0.28,0.039,0.99173,11.1,1
0.28,0.045,0.9959,10.6,1
0.27,0.358,0.9972,9.9,0
0.39,0.069,0.99859,10.9,0
0.24,0.033,0.99225,10.9,1
0.46,0.088,0.9981,9.2,0
0.31,0.04,0.98968,13.1,1
0.22,0.04,0.98985,12,1
0.38,0.096,0.9982,10,0
0.6,0.083,0.99616,9.8,0
0.44,0.083,0.9982,9.5,0
0.29,0.04,0.9962,10.6,1
0.31,0.04,0.9966,9.4,1
0.72,0.096,0.9978,9.5,0
0.21,0.029,0.99112,11.5,1
0.42,0.022,0.98915,12.8,1
0.56,0.078,0.99592,9.3,0
0.24,0.036,0.99411,10.1,1
0.17,0.034,0.98939,11.9,1
0.265,0.036,0.99299,10.8,1
0.205,0.06,0.9963,10.5,1
0.085,0.036,0.99306,9.5,1
0.69,0.075,0.9974,9.1,0
0.38,0.081,1.0006,9.4,0
0.36,0.118,0.9946,9.5,1
0.33,0.044,0.9932,10.5,1
0.22,0.045,0.99261,10,1
0.23,0.057,0.99614,9.3,0
0.3,0.042,0.99166,11.4,1
0.48,0.111,0.997,11.7,0
0.28,0.045,0.99534,9.3,1
0.6,0.063,0.9997,9.9,0
0.68,0.087,0.99783,9.5,0
0.58,0.08,0.99683,9.7,0
0.425,0.038,0.9979,9,1
0.26,0.055,0.99591,9,1
0.21,0.041,0.9901,11.6,1
0.3,0.039,0.98963,13.1,1
0.33,0.067,0.99542,9.3,1
0.22,0.046,0.99479,10.8,1
0.26,0.073,0.9956,9.5,1
0.44,0.039,0.9985,10.2,1
0.19,0.034,0.995,10.1,1
0.27,0.05,0.99002,12.4,1
0.24,0.062,0.9966,9.5,1
0.33,0.048,0.99045,11.3,1
0.3,0.025,0.99071,12.9,1
0.15,0.051,0.99792,9,1
0.4,0.055,0.99626,9.2,1
0.28,0.054,0.9979,9,1
0.38,0.121,0.9996,10.4,0
0.23,0.054,0.9972,9.4,1
0.69,0.124,0.9997,10.2,0
0.44,0.048,0.99955,8.8,1
0.28,0.037,0.9948,11.1,1
0.34,0.03,0.98892,12.9,1
0.3,0.054,0.9998,9,1
0.23,0.058,0.9956,9.9,1
0.39,0.041,0.99225,10.2,1
0.38,0.112,0.99792,9.2,1
0.37,0.045,0.9982,8.5,1
0.28,0.044,0.99293,10.3,1
0.24,0.042,0.9954,9.7,1
0.935,0.105,1.001,11.3,0
0.26,0.051,0.99536,9.5,1
0.4,0.034,0.992,12.5,1
0.485,0.065,0.994,9.7,1
0.25,0.04,0.99708,9.6,1
0.32,0.05,0.9999,9.2,1
0.43,0.036,0.98975,13.4,1
0.77,0.066,0.9976,9.9,0
0.13,0.034,0.99121,11.3,1
0.22,0.044,0.99862,8.9,1
0.16,0.068,0.99328,12.4,0
0.36,0.145,0.99274,10.1,1
0.22,0.16,0.9884,13.4,1
0.2,0.036,0.99278,9.8,1
0.26,0.046,0.99583,9.3,1
0.34,0.04,0.9932,10.4,1
0.52,0.07,0.99418,12.9,0
0.4,0.031,0.99176,13.3,1
0.21,0.037,0.993,10,1
0.16,0.033,0.994,9.7,1
0.32,0.031,0.99235,12.2,1
0.28,0.035,0.99021,12.2,1
0.56,0.079,0.9991,10.1,0
0.26,0.034,0.99449,9.2,1
0.27,0.049,0.99548,9.4,1
0.25,0.04,0.9938,10.5,1
0.27,0.05,0.9955,9.5,1
0.26,0.044,0.9962,9.1,1
0.23,0.049,0.9934,10.2,1
0.32,0.029,0.99146,12.3,1
0.18,0.04,0.9923,10.2,1
0.23,0.04,0.9927,11.4,1
0.24,0.066,0.9979,8.9,1
0.24,0.058,0.994,9.9,1
0.16,0.043,0.9927,10.8,1
0.57,0.034,0.9917,12.8,1
0.27,0.047,0.99705,9.6,1
0.14,0.042,0.99362,9.9,1
0.6,0.08,0.99613,9.9,0
0.2,0.03,0.9908,12.9,1
0.54,0.088,0.9981,9.2,0
0.64,0.085,0.9956,10.2,0
0.78,0.415,0.99623,9.2,0
0.33,0.038,0.992,11.9,1
0.655,0.071,0.9971,9.2,1
0.455,0.036,0.98746,14,1
0.13,0.058,0.9956,11.7,1
0.84,0.059,0.9952,12.3,0
0.24,0.027,0.992,11.2,1
0.28,0.039,0.9965,10.8,1
1.04,0.067,0.99648,11,0
0.53,0.063,0.9998,9.3,0
0.935,0.114,0.997,9.2,0
0.38,0.056,0.99472,11.3,0
0.965,0.074,1.039,11.7,1
0.715,0.068,0.99533,11.4,0
0.37,0.034,0.9921,11.6,1
0.2,0.039,0.9926,10.2,1
0.42,0.054,0.9971,9.2,1
0.17,0.036,0.99362,10.133,1
0.5,0.089,1.0002,9.6,0
0.34,0.046,0.9979,8.8,1
0.22,0.053,0.994,10,1
0.18,0.039,0.99406,10.9,1
0.22,0.045,0.99135,11.3,1
0.6,0.072,0.9963,9.3,0
0.2,0.057,0.99158,11.2,1
0.335,0.04,0.992,10,1
0.24,0.048,0.9933,10.5,1
0.28,0.074,0.9976,9.9,0
0.42,0.048,0.9969,9.2,1
0.51,0.072,0.99438,11.2,0
0.21,0.051,0.9936,9.1,1
0.23,0.025,0.98961,12.7,1
0.37,0.032,0.9963,9.8,1
0.19,0.029,0.98954,12.5,1
0.4,0.157,0.99727,9.5,0
0.5,0.057,0.99448,9.5,0
0.2,0.034,0.99642,8.5,1
0.725,0.086,0.9962,10.9,0
0.54,0.05,0.9973,9.6,1
0.3,0.041,0.99428,9.3,1
0.74,0.041,0.99258,12.5,0
0.23,0.018,0.99178,10.6,1
1.115,0.086,0.9958,11.2,0
0.19,0.04,0.9907,11.4,1
0.42,0.08,0.99801,9.7,0
0.42,0.03,0.9911,12.8,1
0.31,0.056,0.9982,9.2,1
0.23,0.074,0.9981,9.9,0
0.25,0.02,0.9939,10.7,1
0.21,0.042,1.0001,8.7,1
0.19,0.032,0.9908,11.7,1
0.33,0.053,0.99458,9,1
0.27,0.03,0.992,12.2,1
0.83,0.086,0.9981,9.9,0
0.29,0.039,0.9962,10.1,1
0.1,0.048,0.9947,9.7,1
0.2,0.028,0.99175,10.9,1
0.7,0.099,0.9973,9.4,0
0.38,0.061,0.9976,9.4,1
0.63,0.077,0.9974,9.4,0
0.24,0.047,0.9948,10,1
0.26,0.201,0.9942,9.4,1
0.38,0.021,0.99026,13,1
0.27,0.074,0.99814,10.6,0
0.39,0.053,0.99787,9.4,1
0.22,0.039,0.99355,11.5,1
0.34,0.05,0.9936,10.2,1
0.48,0.064,0.99552,9.7,0
0.29,0.054,0.99489,10.4,1
0.2,0.048,0.9995,9.2,1
0.2,0.033,0.98943,12,1
0.68,0.069,0.99347,9.3,1
0.65,0.066,0.9972,9.5,0
0.28,0.041,0.99254,11.4,1
0.28,0.042,0.9929,9,1
0.57,0.067,0.997,9.5,0
0.58,0.077,0.99568,10,0
0.31,0.033,0.99064,12.5,1
0.42,0.077,0.99852,11,0
0.545,0.087,0.9965,10.7,0
0.22,0.066,0.9992,9,1
0.43,0.106,0.9966,9.5,0
0.35,0.069,0.9944,9.4,1
0.35,0.039,0.9936,11.9,1
0.24,0.029,0.99076,12.5,1
0.19,0.051,0.99382,10.5,1
0.665,0.09,0.9974,9.3,0
0.21,0.033,0.99075,11.8,1
0.42,0.067,0.99628,10.4,0
0.16,0.049,0.995,10,1
0.34,0.075,0.998,9.2,0
0.25,0.061,0.99388,9.5,1
0.26,0.047,0.9958,9.1,1
0.14,0.045,0.9914,11,1
0.24,0.052,0.9941,10.4,1
0.19,0.046,0.99033,11.3,1
0.51,0.043,0.9904,13,1
0.44,0.096,0.99771,9.2,1
0.38,0.104,0.99664,11.8,0
0.21,0.057,0.99176,10.9,1
0.21,0.047,0.995,10.1,1
0.24,0.069,0.99391,9.7333,1
0.28,0.026,0.989,13.1,1
0.32,0.077,0.9994,9.6,0
0.61,0.074,0.99748,9.8,0
0.6,0.103,0.99938,9.5,0
0.47,0.048,0.99182,13.6,0
0.49,0.074,0.99706,9,0
0.2,0.054,0.99458,11.9,0
0.22,0.05,1,8.9,1
0.14,0.039,0.9956,9.4,1
0.2,0.045,0.99666,9.2,1
0.29,0.042,0.99644,9.1,1
0.41,0.048,0.99362,10,1
0.13,0.044,0.99127,11.1,1
0.3,0.037,0.99184,12.7,1
0.2,0.046,0.99408,9.9,1
0.45,0.082,0.99774,9.3,0
0.56,0.074,0.99438,11.2,0
0.2,0.035,0.9928,11.5,1
0.24,0.031,0.9938,10.5,1
0.16,0.05,0.99612,9.5,1
0.53,0.058,0.99573,9.9,0
0.78,0.415,0.99623,9.2,0
0.2,0.039,0.9911,12,1
0.19,0.037,0.9916,11.8,1
0.43,0.045,0.99222,11,1
0.29,0.062,0.99138,11.1,1
0.19,0.027,0.9897,10.8,1
0.4,0.033,0.99754,9.4,1
0.35,0.072,0.99785,10.5,1
0.38,0.104,0.99643,11.6,0
0.3,0.052,0.99273,10.5,1
0.26,0.031,0.99835,9.4,1
0.34,0.029,0.99318,11.95,1
0.27,0.035,0.99058,11.8,1
0.22,0.031,0.98966,11.8,1
0.4,0.068,0.9943,12.2,0
0.23,0.036,0.9951,10.5,1
0.31,0.037,0.9928,10.4,1
0.3,0.054,0.99445,9.8,1
0.26,0.044,0.9972,9.5,1
0.28,0.048,0.9957,10.1,1
0.29,0.041,0.99334,10.933,1
0.3,0.054,0.9998,9,1
0.49,0.094,1.0004,9,0
0.18,0.034,0.99092,11.2,1
0.34,0.028,0.9939,9.9,1
0.19,0.047,0.9932,10.7,1
0.29,0.052,0.993,10,1
0.3,0.047,1.0002,9.1,1
0.27,0.071,0.98994,11.5,1
0.13,0.043,0.99066,11.2,1
0.23,0.032,0.992,11.1,1
0.29,0.037,0.9895,12.8,1
0.31,0.039,0.9982,9.5,1
0.43,0.071,0.9973,10.5,0
0.77,0.082,0.99865,10.4,0
0.24,0.032,0.98988,11.7,1
0.32,0.036,0.99521,10.2,1
0.29,0.036,0.99119,11.6,1
0.4,0.043,0.9975,8.7,1
0.21,0.038,0.99778,9,1
0.34,0.082,0.9988,9.2,0
0.23,0.05,0.99504,9.5333,1
0.2,0.05,0.99133,11.1,1
0.5,0.116,0.99722,10.9,0
0.22,0.038,0.9992,9.2,1
0.42,0.034,0.99184,10.9,1
0.72,0.123,0.99627,9.8,0
0.27,0.036,0.9939,11,1
0.42,0.116,0.997,11.7,0
0.58,0.064,0.99562,11.3,0
0.38,0.098,1.0004,10.3,0
0.17,0.042,0.99427,9.5,1
0.5,0.069,0.9982,11.5,0
0.34,0.052,0.9984,9.3,1
0.24,0.042,0.99189,11.3,1
0.37,0.083,0.9995,10.4,0
0.22,0.048,0.99904,8.8,1
0.22,0.044,1.0003,8.6,1
0.19,0.019,0.9935,11.1,1
0.26,0.041,0.99437,10.6,1
0.2,0.015,0.9897,12.05,1
0.26,0.073,0.99594,11.3,0
0.51,0.064,0.9929,12.8,0
0.34,0.174,0.99288,9.3,1
0.37,0.066,1.0004,13,0
0.43,0.092,0.998,10,0
0.27,0.046,0.9982,8.9,1
0.66,0.084,0.9983,9.9,0
0.65,0.066,0.9972,9.5,0
0.24,0.048,0.9962,9,1
0.36,0.038,0.9914,12.5,1
0.54,0.079,0.9956,11.4,0
0.34,0.041,0.9928,9.6,1
0.28,0.04,0.9912,11.6,1
0.31,0.05,0.99625,9,1
0.36,0.052,1.0001,8.6,1
0.65,0.078,0.99498,10.4,0
0.25,0.032,0.9952,12.2,1
0.36,0.057,0.99751,10.2,1
0.21,0.04,0.99332,10.6,1
0.13,0.062,0.9966,9.6,1
0.34,0.06,0.99252,11.6,1
0.2,0.184,0.99396,9.4,1
0.62,0.072,0.99504,11.8,0
0.49,0.084,0.9968,9.4,0
0.2,0.023,0.99062,11.1,1
0.49,0.03,0.9973,12,1
0.47,0.064,0.99553,9.6,0
0.25,0.035,0.99082,11.3,1
0.24,0.03,0.99636,10.2,1
0.24,0.052,0.9934,9.4,1
0.33,0.038,0.9917,10.5,1
0.2,0.037,0.992,10.9,1
0.19,0.056,0.9995,8.8,1
0.43,0.464,0.9974,9.4,0
0.4,0.043,0.9975,8.7,1
0.37,0.175,0.99244,10.3,1
0.36,0.067,0.9928,12.8,0
0.55,0.026,0.993,11.8,1
0.31,0.059,0.9966,10.1,0
0.33,0.045,0.99226,12.2,1
0.17,0.028,0.99272,12.4,1
0.35,0.069,0.9934,9.2,1
0.6,0.048,0.99306,12.1,0
0.24,0.046,0.9902,11.45,1
0.17,0.049,0.99224,10.3,1
0.28,0.039,0.9904,11.7,1
0.22,0.052,0.9948,8.7,1
0.26,0.051,0.996,9.7,1
0.25,0.034,0.9947,11.5,1
0.21,0.026,0.9914,11.1,1
0.2,0.036,0.99242,10.3,1
0.745,0.077,0.99739,9.7,0
0.46,0.092,0.9983,9.2,0
0.44,0.031,0.9948,11.3,1
0.41,0.023,0.991,12.5,1
0.41,0.095,0.99735,9.9,0
0.6,0.079,0.99697,10.1,0
0.59,0.087,0.9988,11,0
0.57,0.051,0.9981,10.4,1
0.26,0.037,0.9954,9.7,1
0.43,0.106,0.9966,9.5,0
0.595,0.058,0.9951,9,1
0.31,0.038,0.9928,10.6,1
0.5,0.086,0.997,9.1,0
0.19,0.056,0.9954,9.9,1
0.455,0.036,0.98746,14,1
0.21,0.037,0.9932,9.9,1
0.53,0.036,0.98856,13.2,1
0.38,0.058,0.99271,9.7,1
0.22,0.057,0.9959,10.3,1
0.23,0.048,0.99168,11.2,1
0.22,0.044,1.0003,8.6,1
0.475,0.091,0.99704,10.033,0
0.6,0.083,0.99616,9.8,0
0.38,0.048,0.99784,9.5,1
0.14,0.026,0.9956,11.05,1
0.2,0.06,0.99317,9.2,1
0.21,0.049,1.0006,9.3,1
0.42,0.035,0.989,12.9,1
0.29,0.03,0.9938,12.3,1
0.32,0.029,0.99439,11.8,1
0.25,0.053,0.993,11.4,1
0.56,0.034,0.99675,9.1,1
0.21,0.034,0.99405,10.2,1
0.23,0.057,0.99756,10.2,1
0.28,0.062,0.9952,11.3,0
0.485,0.026,0.9918,12.4,1
0.38,0.038,0.99151,11.2,1
0.26,0.032,0.99134,12.5,1
0.25,0.053,0.99489,9.4,1
0.17,0.121,0.99508,10.4,1
0.2,0.048,0.9995,9.2,1
0.19,0.052,0.994,9.5,1
0.49,0.332,0.9968,10.5,0
0.24,0.051,0.9928,10.8,1
0.3,0.032,0.99458,11.5,1
0.28,0.046,0.99434,9.8,1
0.13,0.038,0.9948,10.6,1
0.13,0.058,0.9956,11.7,1
0.32,0.055,0.99171,12.4,1
0.22,0.054,0.9948,10.1,1
0.32,0.046,0.9949,9.6,1
0.28,0.044,0.992,10.7,1
0.39,0.102,0.99462,11.4,0
0.39,0.017,0.99084,11.5,1
0.19,0.045,0.9986,9.2,1
0.28,0.04,0.99579,9.4,1
0.25,0.038,0.9999,9,1
0.24,0.027,0.9898,12.5,1
0.18,0.048,0.994,10.6,1
0.34,0.084,0.99464,10.1,0
0.45,0.078,1.0003,11,0
0.69,0.068,0.99712,9.8,0
0.34,0.046,0.99462,10.7,1
0.31,0.021,0.99442,11,1
0.4,0.092,0.9967,10.3,0
0.26,0.049,0.9954,10,1
0.24,0.066,0.9979,8.9,1
0.22,0.05,0.994,9.9,1
0.24,0.069,0.9962,9.1,1
0.53,0.086,0.9965,10.7,0
0.24,0.07,0.99666,8.9,1
0.3,0.039,0.9938,11.5,1
0.46,0.077,0.9956,10.4,0
0.27,0.076,0.99185,10.3,1
0.22,0.044,0.99862,8.9,1
0.34,0.045,0.99556,9.4,1
0.25,0.034,0.99085,11.9,1
0.39,0.048,0.99304,9.8,1
0.47,0.036,0.99082,11.2,1
0.42,0.065,0.9972,11.3,0
0.51,0.091,0.998,9.6,0
0.46,0.074,0.99578,9.8,0
0.23,0.047,0.9978,8.8,1
0.345,0.068,0.99138,10.1,1
0.9,0.079,0.9967,9.8,0
0.19,0.026,0.9912,11,1
0.3,0.054,0.99513,10.4,1
0.29,0.059,0.9976,10.5,0
0.26,0.041,0.98944,12.8,1
0.69,0.091,0.99572,11.3,0
0.38,0.044,0.9932,12,1
0.23,0.058,0.9979,9,1
0.22,0.043,0.9954,10,1
0.31,0.038,0.9954,10.4,1
0.295,0.073,0.99556,10.9,0
0.24,0.053,0.99545,9.3,1
0.14,0.035,0.9928,10.6,1
0.14,0.039,0.99212,10.4,1
0.22,0.077,0.9968,9.4,0
0.21,0.047,0.9916,10.7,1
0.1,0.04,0.98988,11.4,1
0.25,0.045,0.9958,9.2,1
0.17,0.075,0.99103,11.4,1
0.31,0.057,0.9955,9.6,1
0.49,0.071,1.0015,9.2,0
0.39,0.095,1.0001,9.5,0
0.22,0.031,0.9937,11.2,1
0.34,0.072,0.99392,12.4,0
0.4,0.044,0.994,11.1,1
0.27,0.044,0.99578,9.4,1
0.765,0.243,0.99612,10.3,0
0.31,0.075,1.0008,8.4,0
0.5,0.049,0.9937,13,0
0.5,0.103,0.9978,10,0
0.34,0.052,0.998,10.2,1
0.15,0.039,0.9927,10.8,1
0.185,0.048,0.99438,9.5,1
0.6,0.09,0.9949,10.5,0
0.39,0.038,0.99018,13,1
0.26,0.022,0.9928,11.5,1
0.5,0.049,0.9937,13,0
0.19,0.045,0.9986,9.2,1
0.52,0.096,0.99666,9.4,0
0.56,0.081,0.9962,9.5,0
0.28,0.041,0.9981,9.9,1
0.12,0.049,0.99654,9.9,1
0.15,0.033,0.99132,11.2,1
0.35,0.051,0.9969,9.2,1
0.31,0.053,0.9976,9.9,1
0.41,0.11,0.99728,10.8,0
0.2,0.032,0.9921,10.4,1
0.64,0.1,0.9961,9.6,0
0.33,0.027,0.9924,11.2,1
